Cn,Ct,ec (cm3),ep (KW),Ewltp (g/km)
CROSSLAND X,M1,1199.0,81.0,134.0
STONIC,M1,1197.0,62.0,114.0
PASSAT,M1,1395.0,115.0,27.0
RANGE ROVER EVOQUE,M1G,1997.0,147.0,208.0
SPORTAGE,M1,1598.0,100.0,151.0
E-C4,M1,,57.0,0.0
SEAT LEON SP,M1,1498.0,110.0,131.0
GLC 200 D 4MATIC,M1,1950.0,120.0,156.0
POLO,M1,999.0,70.0,131.0
M2 Competition,M1,2979.0,302.0,221.0
Q7 60 TFSI e,M1G,2995.0,250.0,66.0
HONDA E,M1,,60.0,0.0
A5 SPORTBACK,M1,1984.0,110.0,144.0
CLIO,M1,999.0,67.0,119.0
CORSA,M1,1199.0,55.0,117.0
STONIC,M1,998.0,88.0,127.0
RIO,M1,1197.0,62.0,131.0
FIESTA,M1,999.0,91.0,115.0
SANDERO,M1,999.0,49.0,121.0
A3 Limousine,M1,1968.0,85.0,119.0
TWINGO,M1,999.0,48.0,117.0
MODEL 3,M1,,88.0,0.0
MG ZS EV,M1,,68.0,0.0
ID.3 PRO 150 KW,M1,,150.0,0.0
TOYOTA C-HR,M1,1798.0,72.0,111.0
I20,M1,998.0,74.0,117.0
C-HR,M1,1798.0,72.0,112.0
EQ FORFOUR,M1,,41.0,0.0
CLASSE EQA,M1,,80.0,0.0
T-CROSS,M1,999.0,70.0,131.0
MITSUBISHI SPACE STAR,M1,1193.0,52.0,113.0
POLO,M1,999.0,70.0,120.0
330I XDRIVE,M1,1998.0,190.0,163.0
OCTAVIA,M1,1968.0,85.0,109.0
CEED,M1,1482.0,117.0,136.0
OCTAVIA,M1,1968.0,85.0,112.0
C4,M1,1199.0,96.0,131.0
IGNIS,M1,1197.0,61.0,121.0
TARRACO,M1,1498.0,110.0,178.0
FIAT 500X,M1,999.0,88.0,143.0
UP!,M1,999.0,44.0,125.0
NISSAN QASHQAI,M1,1332.0,103.0,143.0
CEED,M1,1482.0,118.0,136.0
B 200 D,M1,1950.0,110.0,134.0
TIGUAN,M1,1984.0,235.0,229.0
FOCUS,M1,999.0,92.0,122.0
ID.3 PURE 110 KW,M1,,70.0,0.0
KAMIQ,M1,999.0,85.0,138.0
BERLINGO,M1,1499.0,75.0,143.0
C3,M1,1199.0,61.0,124.0
500,M1,,43.0,0.0
KAROQ,M1,999.0,81.0,133.0
ID.4 PURE 125KW,M1,,70.0,0.0
CROSSLAND,M1,1199.0,81.0,131.0
CORSA,M1,1499.0,75.0,106.0
ID.3 PRO 150 KW,M1,,150.0,0.0
SUPERB,M1,1968.0,147.0,158.0
C1,M1,998.0,53.0,109.0
ECOSPORT,M1,998.0,74.0,138.0
VITARA,M1,1373.0,95.0,142.0
JUKE,M1,999.0,84.0,138.0
MINI,M1,1499.0,100.0,147.0
DUSTER,M1,999.0,67.0,130.0
FABIA,M1,999.0,70.0,128.0
SORENTO,M1,1598.0,132.0,38.0
YARIS,M1,1490.0,92.0,125.0
PANDA,M1,999.0,51.0,119.0
ID.4 PRO 150KW,M1,,70.0,0.0
CADDY,M1,1968.0,75.0,127.0
RAV4,M1,2487.0,136.0,22.0
T-CROSS,M1,999.0,81.0,146.0
GOLF,M1,1498.0,96.0,128.0
Focus,M1,1499.0,88.0,112.0
YARIS,M1,1490.0,68.0,87.0
PROACE,M1,1499.0,96.0,138.0
T-ROC,M1,999.0,81.0,138.0
GLB,M1,1950.0,110.0,149.0
108,M1,998.0,53.0,110.0
CLIO,M1,999.0,67.0,118.0
ZOE,M1,,51.0,0.0
i 30,M1,1482.0,117.0,126.0
MULTIVAN,M1,1968.0,150.0,222.0
208,M1,,57.0,0.0
CAPTUR,M1,1332.0,103.0,133.0
SCENIC,M1,1332.0,103.0,150.0
TIGUAN,M1,1968.0,110.0,155.0
T-CROSS,M1,999.0,70.0,132.0
ZOE,M1,,51.0,0.0
T-ROC,M1,1498.0,110.0,157.0
500,M1,,43.0,0.0
KONA,M1,1580.0,77.0,112.0
LODGY,M1,1332.0,75.0,142.0
TIGUAN,M1,1498.0,110.0,157.0
TIGUAN,M1,1968.0,110.0,153.0
MG EHS PLUG-IN HYBRID,M1,1490.0,119.0,43.0
V60,M1,1969.0,145.0,153.0
CAPTUR (E-TECH PLUG-IN HYBRID),M1,1598.0,68.0,33.0
TIGUAN,M1G,1968.0,110.0,168.0
PASSAT,M1,1968.0,110.0,136.0
VITARA,M1,1373.0,95.0,121.0
318I,M1,1998.0,115.0,154.0
MUSTANG MACH-E,M1,,124.0,0.0
IONIQ,M1,,100.0,0.0
T-CROSS,M1,999.0,81.0,146.0
ZOE,M1,,51.0,0.0
208,M1,,57.0,0.0
SANDERO,M1,999.0,67.0,115.0
"KONA, KAUAI",M1,,,0.0
IGNIS,M1,1197.0,61.0,122.0
BERLINGO,M1,1199.0,81.0,145.0
TOYOTA HIGHLANDER,M1,2487.0,140.0,160.0
COMPASS,M1,1332.0,110.0,158.0
420i,M1,1998.0,135.0,145.0
GLA 250 E,M1,1332.0,118.0,31.0
3008,M1,1199.0,96.0,147.0
DISCOVERY,M1G,2997.0,183.0,223.0
MITSUBISHI SPACE STAR,M1,1193.0,52.0,113.0
EXPERT TRAVELLER,M1,1997.0,130.0,189.0
DUSTER,M1,1332.0,96.0,142.0
POLO,M1,999.0,70.0,120.0
MAZDA CX-5,M1,2191.0,135.0,173.0
ARONA,M1,999.0,70.0,124.0
A6 AVANT 55 TFSI E,M1,1984.0,195.0,34.0
STONIC,M1,1197.0,62.0,130.0
Q2,M1,1968.0,110.0,150.0
SWIFT,M1,1197.0,61.0,106.0
AMG GLC 43 4MATIC,M1,2996.0,287.0,250.0
CLASSE GLE,M1G,1950.0,143.0,28.0
CAPTUR E-TECH PLUG-IN HYBRID,M1,1598.0,68.0,34.0
MAZDA CX-30,M1,1998.0,137.0,138.0
YARIS,M1,1490.0,68.0,92.0
LEXUS UX250H,M1,1987.0,112.0,124.0
500,M1,999.0,51.0,116.0
X5 XDRIVE45E,M1G,2998.0,210.0,30.0
TWINGO,M1,,31.0,0.0
FIAT TIPO,M1,1368.0,88.0,162.0
3008,M1,1499.0,96.0,137.0
SERIE 1,M1,1995.0,110.0,138.0
Q5 SPORTBACK,M1,1968.0,150.0,166.0
FOCUS,M1,1499.0,88.0,111.0
Q5,M1,2967.0,210.0,221.0
C-HR,M1,1798.0,72.0,110.0
EQV,M1,,70.0,0.0
MAZDA2,M1,1496.0,55.0,120.0
RAV4,M1,2487.0,131.0,127.0
T-ROC,M1,1498.0,110.0,154.0
5008,M1,1997.0,130.0,155.0
CX-30,M1,1998.0,110.0,143.0
FIAT TIPO,M1,1598.0,96.0,119.0
IBIZA,M1,999.0,70.0,118.0
OCTAVIA,M1,1498.0,110.0,128.0
MULTIVAN,M1,1968.0,150.0,224.0
208 / 1.2 /,M1,1199.0,74.0,118.0
SANDERO,M1,999.0,67.0,140.0
Kuga,M1,1499.0,88.0,127.0
SPRING,M1,,18.0,0.0
A 180,M1,1332.0,100.0,137.0
COOPER SE,M1,,75.0,0.0
BERLINGO,M1,1199.0,96.0,155.0
208,M1,1199.0,74.0,118.0
C-ELYSEE,M1,1499.0,75.0,109.0
E 200,M1,1991.0,145.0,167.0
ARKANA,M1,1332.0,103.0,133.0
GLA,M1,1950.0,110.0,143.0
NUEVO,M1,1199.0,61.0,123.0
320D XDRIVE,M1,1995.0,140.0,139.0
KUGA,M1,2488.0,112.0,32.0
TOYOTA YARIS CROSS,M1,1490.0,68.0,102.0
SUPERB,M1,1395.0,115.0,27.0
CORSA,M1,1199.0,74.0,118.0
PANDA,M1,999.0,52.0,123.0
3008,M1,1499.0,96.0,136.0
CAPTUR,M1,1332.0,103.0,136.0
XC40,M1,1477.0,132.0,48.0
OCTAVIA,M1,1395.0,110.0,24.0
CEED,M1,1598.0,85.0,122.0
KUGA,M1,2488.0,112.0,24.0
Kuga,M1,1499.0,88.0,125.0
A6 AVANT,M1,1968.0,150.0,149.0
X2,M1,1995.0,110.0,138.0
GRANDLAND,M1,1199.0,96.0,141.0
PANAMERA 4 E-HYBRID,M1,2894.0,243.0,
208,M1,1199.0,74.0,118.0
VITO TOURER,M1,1950.0,120.0,209.0
CLIO,M1,999.0,67.0,117.0
CEED,M1,1353.0,103.0,118.0
FIAT 500,M1,999.0,52.0,113.0
A1 SPORTBACK,M1,1984.0,152.0,149.0
Q3 Sportback e-tron,M1,1395.0,110.0,44.0
CLIO,M1,999.0,67.0,118.0
POLO,M1,999.0,70.0,120.0
CLIO,M1,999.0,67.0,118.0
KADJAR,M1,1332.0,103.0,142.0
INSIGNIA GRAND SPORT,M1,1496.0,90.0,123.0
CLIO,M1,999.0,67.0,118.0
KAMIQ,M1,999.0,66.0,101.0
Jumpy Space Tourer,M1,1499.0,88.0,168.0
TIGUAN,M1,1968.0,110.0,148.0
EQ,M1,,41.0,0.0
KODIAQ,M1,1968.0,110.0,145.0
T-CROSS,M1,999.0,81.0,132.0
NIRO,M1,,,0.0
ECOSPORT,M1,998.0,92.0,136.0
UP!,M1,,61.0,0.0
XC40,M1,1477.0,95.0,167.0
116d,M1,1496.0,85.0,119.0
SPORTAGE,M1,1591.0,97.0,166.0
TUCSON,M1,1598.0,110.0,151.0
208,M1,1199.0,74.0,122.0
Polestar 2,M1,,170.0,0.0
EXPERT TRAVELLER,M1,1997.0,106.0,187.0
T-CROSS,M1,999.0,81.0,133.0
T-ROC,M1,1498.0,110.0,162.0
Q7,M1G,2967.0,210.0,220.0
208,M1,1199.0,74.0,120.0
ARONA,M1,999.0,81.0,120.0
GRAND SCENIC,M1,1332.0,103.0,149.0
FIAT 500,M1,999.0,52.0,119.0
CAPTUR,M1,999.0,67.0,133.0
CORSA,M1,1199.0,55.0,118.0
KOMBI,M1,1968.0,110.0,209.0
S 450 4MATIC,M1,2999.0,270.0,179.0
ARKANA E-TECH / MEGANE CONQUES,M1,1598.0,69.0,112.0
OCTAVIA,M1,1968.0,110.0,120.0
MEGANE,M1,999.0,84.0,128.0
KAUAI,M1,1580.0,77.0,114.0
AMG GLC 43 4MATIC,M1,2996.0,287.0,252.0
FOCUS,M1,999.0,74.0,120.0
Q4 50 E TRON,M1,,150.0,0.0
RIO,M1,1197.0,62.0,116.0
TRAFIC,M1,1997.0,110.0,188.0
C-HR,M1,1798.0,72.0,112.0
216d Active Tourer,M1,1496.0,85.0,127.0
TOYOTA YARIS,M1,1490.0,92.0,125.0
KAMIQ,M1,1498.0,110.0,141.0
RAV4,M1,2487.0,131.0,129.0
208,M1,1499.0,75.0,107.0
C3,M1,1199.0,81.0,134.0
CLIO,M1,999.0,67.0,118.0
SANDERO,M1,999.0,74.0,115.0
ECOSPORT,M1,998.0,92.0,135.0
C4 spacetourer,M1,1499.0,96.0,136.0
3008,M1,1499.0,96.0,130.0
KADJAR,M1,1332.0,103.0,142.0
X1 XDRIVE20I F48 B48,M1,1998.0,131.0,160.0
2008,M1,,100.0,0.0
CLIO,M1,1461.0,74.0,108.0
A1 SPORTBACK,M1,999.0,81.0,133.0
FOCUS,M1,999.0,91.0,118.0
NUEVO,M1,1199.0,96.0,120.0
FIAT TIPO,M1,1368.0,88.0,162.0
GLC 220 D 4MATIC,M1,1950.0,143.0,168.0
MAHINDRA KUV 100 NXT,,1198.0,64.0,
EXPERT TRAVELLER,M1,1499.0,88.0,168.0
I10,M1,998.0,49.0,114.0
PANDA,M1,1242.0,51.0,120.0
TARRACO,M1,1984.0,180.0,194.0
NIRO,M1,1580.0,77.0,110.0
508,M1,1499.0,96.0,125.0
Q3,M1,1968.0,110.0,149.0
NIRO,M1,,150.0,0.0
208,M1,1199.0,74.0,118.0
540D XDRIVE,M1,2993.0,250.0,160.0
BAYON,M1,998.0,74.0,121.0
SX4,M1,1373.0,95.0,123.0
VITARA,M1,1373.0,95.0,132.0
2008,M1,1199.0,96.0,136.0
i 30,M1,1598.0,85.0,115.0
PANDA,M1,999.0,52.0,116.0
SX4,M1,1373.0,95.0,133.0
2008,M1,1499.0,96.0,125.0
LEON,M1,1968.0,85.0,118.0
500L,M1,1368.0,70.0,167.0
ARKANA E-TECH,M1,1598.0,69.0,109.0
SUPERB,M1,1395.0,115.0,34.0
STONIC,M1,998.0,88.0,125.0
VIVARO ZAFIRA LIFE,M1,1997.0,130.0,188.0
CROSSLAND X,M1,1199.0,96.0,137.0
TOYOTA COROLLA,M1,1798.0,72.0,102.0
ATECA,M1,1984.0,140.0,188.0
C3 AIRCROSS,M1,1499.0,81.0,123.0
Mustang Mach-E,M1,,273.0,0.0
LADA NIVA LEGEND 4X4,M1G,1690.0,61.0,
RANGE ROVER SPORT,M1G,4999.0,423.0,331.0
ID.3 PRO 107KW,M1,,70.0,0.0
DUSTER,M1,1461.0,85.0,129.0
Q2,M1,999.0,81.0,131.0
FIAT 500X,M1,999.0,88.0,142.0
CLIO,M1,999.0,67.0,119.0
TOYOTA C-HR,M1,1798.0,72.0,110.0
FIAT 500,M1,999.0,52.0,122.0
UP!,M1,999.0,48.0,117.0
T-ROC,M1,1498.0,110.0,151.0
C3 AIRCROSS,M1,1499.0,81.0,125.0
TUCSON IX35,M1,1598.0,110.0,146.0
NIRO,M1,,150.0,0.0
VITO TOURER,M1,1950.0,100.0,191.0
KAROQ,M1,1968.0,85.0,127.0
WRANGLER UNLIMITED,M1G,1995.0,200.0,239.0
E TRON 55,M1,,172.0,0.0
XC60,M1G,1969.0,186.0,55.0
FIAT 500,M1,999.0,52.0,106.0
KUGA,M1,1499.0,88.0,141.0
MG ZS EV,M1,,105.0,0.0
DUSTER,M1,1461.0,84.0,145.0
SPORTAGE,M1,1995.0,136.0,181.0
OCTAVIA,M1,1968.0,85.0,112.0
SANDERO,M1,999.0,49.0,121.0
PANDA,M1,999.0,52.0,122.0
T-CROSS,M1,999.0,70.0,133.0
500,M1,999.0,51.0,122.0
T-CROSS,M1,1498.0,110.0,139.0
MOKKA,M1,1199.0,96.0,132.0
208,M1,1199.0,74.0,118.0
A3,M1,1968.0,110.0,127.0
NISSAN QASHQAI,M1,1332.0,103.0,143.0
"KONA, KAUAI",M1,,,0.0
FABIA,M1,999.0,70.0,122.0
118I,M1,1499.0,103.0,142.0
C3,M1,1499.0,75.0,111.0
XC90,M1G,1969.0,223.0,69.0
TOYOTA COROLLA,M1,1987.0,112.0,119.0
CLIO,M1,999.0,74.0,108.0
BERLINGO,M1,1499.0,75.0,137.0
PANDA,M1,999.0,52.0,118.0
MAZDA CX-30,M1,1998.0,110.0,134.0
YPSILON,M1,999.0,52.0,120.0
508,M1,1598.0,133.0,35.0
I10 / 1.0 /,M1,998.0,49.0,110.0
MOKKA,M1,,57.0,0.0
HR-V,M1,1498.0,96.0,153.0
Model 3,M1,,239.0,0.0
PASSAT,M1,1968.0,147.0,162.0
MAZDA CX-30,M1,1998.0,137.0,148.0
BERLINGO,M1,1499.0,75.0,138.0
XC60,M1G,1969.0,186.0,54.0
TOURNEO CUSTOM,M1,1995.0,136.0,200.0
TRANSIT CUSTOM,M1,1995.0,125.0,213.0
ARONA,M1,999.0,81.0,121.0
STONIC,M1,998.0,88.0,127.0
FIAT 500,M1,999.0,52.0,112.0
PANDA,M1,999.0,52.0,120.0
Kuga,M1,2488.0,112.0,32.0
CORSA,M1,1199.0,55.0,117.0
A 160,M1,1332.0,80.0,135.0
C 200 D,M1,1597.0,118.0,137.0
CAPTUR,M1,1332.0,103.0,132.0
Proace City Verso,M1,1499.0,75.0,136.0
PANDA,M1,999.0,52.0,109.0
FABIA,M1,999.0,44.0,126.0
T-CROSS,M1,1498.0,110.0,139.0
PROACE CITY VERSO,M1,1199.0,96.0,158.0
ZOE,M1,,80.0,0.0
PASSAT,M1,1968.0,110.0,128.0
I20,M1,1197.0,61.0,119.0
JUKE,M1,999.0,84.0,137.0
TIGUAN,M1,1968.0,110.0,149.0
5008,M1,1499.0,96.0,140.0
S 500 4MATIC,M1,2999.0,320.0,202.0
500,M1,,43.0,0.0
UP!,M1,999.0,85.0,126.0
7 CROSSBACK,M1,1499.0,96.0,139.0
208,M1,1199.0,74.0,122.0
OCTAVIA,M1,1498.0,96.0,104.0
IBIZA,M1,999.0,81.0,116.0
5008,M1,1199.0,96.0,150.0
POLO,M1,999.0,70.0,127.0
COMBO LIFE,M1,1499.0,75.0,135.0
Ceed,M1,1598.0,100.0,121.0
ID.4 PRO 150KW,M1,,70.0,0.0
208,M1,1199.0,74.0,118.0
POLO,M1,999.0,70.0,119.0
T-ROC,M1,1498.0,110.0,153.0
FIAT TIPO,M1,1598.0,96.0,120.0
FOCUS,M1,999.0,92.0,145.0
FIESTA,M1,1496.0,147.0,149.0
S6 LIMOUSINE,M1,2967.0,253.0,185.0
ARTEON,M1,1968.0,147.0,163.0
IX3,M1,,210.0,0.0
YPSILON,M1,999.0,52.0,111.0
GOLF,M1,1968.0,110.0,124.0
PUMA,M1,999.0,91.0,121.0
BYD Tang,M1,,200.0,0.0
Puma,M1,999.0,92.0,127.0
PANDA,M1,999.0,52.0,111.0
OCTAVIA,M1,1968.0,110.0,119.0
VITARA,M1,1373.0,95.0,121.0
KAROQ,M1,1498.0,110.0,144.0
MITSUBISHI SPACE STAR,M1,1193.0,52.0,113.0
X2 SDRIVE18D,M1,1995.0,110.0,141.0
C4,M1,1199.0,96.0,121.0
TIVOLI,M1,1197.0,94.0,135.0
PRIUS,M1,1798.0,73.0,132.0
CORSA,M1,,100.0,0.0
PUMA,M1,999.0,70.0,129.0
KAROQ,M1,999.0,81.0,133.0
C-HR,M1,1798.0,72.0,111.0
T-ROC,M1,999.0,81.0,137.0
208,M1,,57.0,0.0
A1 SPORTBACK,M1,999.0,70.0,128.0
330e,M1,1998.0,135.0,31.0
DUSTER,M1,999.0,67.0,142.0
JAZZ,M1,1498.0,72.0,102.0
Q3,M1,1984.0,140.0,175.0
XC40,M1,1477.0,132.0,48.0
XC60,M1G,1969.0,173.0,168.0
X4 M 40 I,M1G,2998.0,265.0,211.0
C 300 DE,M1,1950.0,143.0,33.0
TIGUAN,M1,1395.0,110.0,40.0
KAMIQ,M1,999.0,81.0,124.0
IBIZA,M1,999.0,70.0,117.0
Ceed,M1,998.0,88.0,119.0
500,M1,999.0,51.0,112.0
T-ROC,M1,999.0,81.0,136.0
SANDERO,M1,999.0,74.0,115.0
XC60,M1G,1969.0,186.0,56.0
ENYAQ 60,M1,,132.0,0.0
PUMA,M1,999.0,92.0,129.0
FABIA,M1,999.0,70.0,129.0
TOYOTA AYGO,M1,998.0,53.0,111.0
PASSAT,M1,1968.0,110.0,128.0
T-ROC,M1,1968.0,85.0,131.0
TIGUAN,M1,1395.0,110.0,
RENEGADE,M1,1598.0,96.0,132.0
CLIO,M1,999.0,49.0,117.0
2008,M1,1499.0,81.0,117.0
CAPTUR E-TECH HYBRID,M1,1598.0,69.0,114.0
LYNK,M1,1477.0,105.0,150.0
Q4 40 E-TRON,M1,,150.0,0.0
T-CROSS,M1,999.0,81.0,148.0
330E XDRIVE,M1,1998.0,135.0,41.0
330E XDRIVE,M1,1998.0,135.0,40.0
Cooper,M1,1499.0,100.0,139.0
ZOE,M1,,51.0,0.0
SUPERB,M1,1984.0,206.0,192.0
CAPTUR,M1,999.0,67.0,119.0
C-HR,M1,1987.0,112.0,120.0
CORSA,M1,1199.0,74.0,118.0
C5 AIRCROSS,M1,1199.0,96.0,139.0
JAZZ,M1,1498.0,72.0,110.0
T-CROSS,M1,999.0,81.0,134.0
SANDERO,M1,999.0,67.0,114.0
KADJAR,M1,1332.0,103.0,144.0
2008,M1,1499.0,96.0,125.0
MAZDA CX-30,M1,1998.0,110.0,156.0
CLIO E-TECH HYBRID,M1,1598.0,67.0,100.0
A6 AVANT 55 TFSI E,M1,1984.0,195.0,35.0
GOLF,M1,1968.0,85.0,118.0
PANDA,M1,999.0,52.0,119.0
108,M1,998.0,53.0,110.0
SCALA,M1,999.0,81.0,132.0
108,M1,998.0,53.0,110.0
STONIC,M1,998.0,74.0,128.0
OCTAVIA,M1,1395.0,110.0,24.0
IBIZA,M1,1498.0,110.0,139.0
DUSTER,M1,1461.0,85.0,128.0
MII,M1,,,0.0
NIRO,M1,,150.0,0.0
TWINGO,M1,999.0,48.0,117.0
ID.4 PRO 150KW,M1,,70.0,0.0
2008,M1,1499.0,96.0,126.0
BERLINGO,M1,1199.0,96.0,155.0
YPSILON,M1,999.0,52.0,126.0
Q3,M1,1968.0,110.0,141.0
CORSA,M1,1199.0,74.0,125.0
UP!,M1,,61.0,0.0
PICANTO,M1,1248.0,62.0,131.0
5008,M1,1499.0,96.0,140.0
Cayenne,M1G,2995.0,250.0,257.0
KUGA,M1,2488.0,112.0,23.0
CAPTUR E-TECH PLUG-IN HYBRID,M1,1598.0,68.0,
T-ROC,M1,999.0,81.0,137.0
T-ROC,M1,999.0,81.0,138.0
5008,M1,1199.0,96.0,151.0
KAMIQ,M1,1498.0,110.0,142.0
FOCUS,M1,1499.0,88.0,115.0
C3,M1,1499.0,75.0,112.0
CLASSE GLC,M1,1991.0,155.0,48.0
IBIZA,M1,999.0,81.0,127.0
TT COUPE,M1,1984.0,180.0,165.0
POLO,M1,999.0,70.0,128.0
CAPTUR,M1,1461.0,70.0,124.0
T-CROSS,M1,999.0,81.0,149.0
500,M1,,43.0,0.0
NISSAN QASHQAI,M1,1461.0,85.0,141.0
SL 53 EQ,M1,1991.0,333.0,
TOYOTA COROLLA,M1,1987.0,112.0,119.0
C3 AIRCROSS,M1,1199.0,81.0,133.0
SANDERO,M1,999.0,49.0,121.0
SX4,M1,1373.0,95.0,128.0
PUMA,M1,999.0,92.0,122.0
I 30,M1,1498.0,80.0,138.0
GLA 200,M1,1332.0,120.0,151.0
CROSSLAND,M1,1199.0,81.0,131.0
SPORTAGE,M1,1591.0,97.0,166.0
X3 XDRIVE 20D,M1G,1995.0,140.0,154.0
A 200 D,M1,1950.0,110.0,139.0
N 3008,M1,1598.0,133.0,31.0
TIGUAN,M1,1968.0,147.0,177.0
RIFTER,M1,1199.0,81.0,150.0
C3,M1,1199.0,61.0,123.0
XC60,M1,1969.0,145.0,163.0
A4 AVANT G-TRON,M1,1984.0,125.0,132.0
TOYOTA COROLLA,M1,1798.0,72.0,113.0
CLIO,M1,999.0,49.0,119.0
GALAXY TITANIUM,M1,1995.0,110.0,172.0
TOURAN,M1,1498.0,110.0,150.0
FIESTA,M1,998.0,74.0,121.0
208,M1,1199.0,55.0,119.0
FIAT 500,M1,999.0,52.0,106.0
C4 SPACETOURER,M1,1199.0,96.0,140.0
ENYAQ 80,M1,,70.0,0.0
3008,M1,1598.0,133.0,
A4 AVANT,M1,1968.0,150.0,140.0
ID.3 PRO 150KW,M1,,70.0,0.0
FIAT 500X,M1,1332.0,110.0,150.0
TOYOTA COROLLA,M1,1798.0,72.0,111.0
CORSA,M1,1199.0,74.0,125.0
Macan,M1,1984.0,180.0,233.0
CAPTUR,M1,999.0,67.0,119.0
OPTIMA,M1,1999.0,113.0,34.0
PANDA,M1,1242.0,51.0,120.0
X5 XDRIVE 45E,M1G,2998.0,210.0,31.0
ASTRA,M1,1199.0,81.0,120.0
TOURAN,M1,1498.0,110.0,152.0
E-C4,M1,,100.0,0.0
XC40,M1,1477.0,120.0,166.0
NIRO,M1,,,0.0
RANGE ROVER SPORT,M1G,2997.0,183.0,225.0
TOYOTA COROLLA,M1,1987.0,112.0,119.0
NIRO,M1,,150.0,0.0
Model 3,M1,,239.0,0.0
I 30,M1,998.0,88.0,134.0
DS 7 CROSSBACK,M1,1598.0,133.0,33.0
V60,M1,1969.0,120.0,154.0
3008,M1,1598.0,133.0,31.0
X2,M1,1995.0,110.0,140.0
V90,M1,1969.0,186.0,50.0
CAMRY,M1,2487.0,131.0,120.0
XC60,M1,1969.0,145.0,163.0
YPSILON,M1,999.0,52.0,111.0
ARONA,M1,999.0,81.0,120.0
C3,M1,1499.0,75.0,111.0
208,M1,,57.0,0.0
CROSSLAND,M1,1199.0,96.0,137.0
POLO,M1,999.0,59.0,125.0
POLO,M1,999.0,70.0,118.0
MACAN,M1,1984.0,180.0,234.0
T-ROC,M1,999.0,81.0,146.0
ATECA,M1,1498.0,110.0,154.0
CLA 200 D 4MATIC,M1,1950.0,110.0,148.0
FIAT 500L,M1,1368.0,70.0,165.0
N 3008,M1,1499.0,96.0,130.0
XCeed,M1,1482.0,117.0,143.0
C5 AIRCROSS,M1,1598.0,133.0,32.0
LEON SPORTSTOURER,M1,1498.0,110.0,132.0
508,M1,1499.0,96.0,121.0
GOLF,M1,1984.0,180.0,170.0
FORMENTOR,M1,1498.0,110.0,151.0
C3,M1,1199.0,81.0,133.0
A6 AVANT,M1,1968.0,150.0,157.0
KAROQ,M1,1498.0,110.0,149.0
ID.3 PRO 150 KW,M1,,150.0,0.0
SPORTAGE,M1,1591.0,97.0,166.0
XC90,M1G,1969.0,223.0,66.0
C3,M1,1199.0,81.0,135.0
GRANDLAND X,M1,1598.0,133.0,31.0
2008,M1,1199.0,96.0,136.0
GOLF,M1,999.0,81.0,118.0
SERIE I,M1,,75.0,0.0
X1 sDrive18d,M1,1995.0,110.0,141.0
CLIO,M1,999.0,67.0,118.0
AMG GLB 35,M1,1991.0,225.0,197.0
POLO,M1,999.0,70.0,128.0
CORSA,M1,1199.0,55.0,117.0
NISSAN MICRA,M1,999.0,66.0,119.0
C5 AIRCROSS,M1,1499.0,96.0,138.0
CAPTUR E-TECH PLUG-IN HYBRID,M1,1598.0,68.0,34.0
CAPTUR,M1,999.0,67.0,119.0
TIGUAN,M1,1968.0,147.0,176.0
KADJAR,M1,1332.0,103.0,146.0
C3,M1,1499.0,75.0,112.0
KODIAQ,M1,1968.0,110.0,145.0
XCeed,M1,998.0,88.0,135.0
ENYAQ 60,M1,,70.0,0.0
CLIO E-TECH HYBRID,M1,1598.0,67.0,99.0
5008,M1,1199.0,96.0,151.0
T-ROC,M1,1598.0,85.0,138.0
5008,M1,1598.0,133.0,160.0
5008,M1,1199.0,96.0,156.0
CAPTUR,M1,1332.0,103.0,134.0
CLIO,M1,999.0,49.0,118.0
EQ FORTWO COUPE,M1,,41.0,0.0
T-ROC,M1,999.0,81.0,138.0
SANDERO,M1,999.0,49.0,121.0
6,M1,1998.0,121.0,155.0
STONIC,M1,998.0,88.0,129.0
CAPTUR,M1,999.0,67.0,119.0
C3,M1,1199.0,61.0,123.0
3008,M1,1598.0,133.0,164.0
DUSTER,M1,1461.0,85.0,131.0
508,M1,1598.0,133.0,34.0
Kona Kauai,M1,1598.0,100.0,133.0
MOKKA,M1,1199.0,74.0,125.0
SCALA,M1,999.0,70.0,119.0
KANGOO,M1,1332.0,96.0,154.0
KUGA,M1,2488.0,112.0,32.0
MII,M1,,61.0,0.0
TOUAREG,M1G,2967.0,210.0,223.0
2008,M1,1199.0,74.0,125.0
A3 SPORTBACK,M1,1498.0,110.0,132.0
X4 XDRIVE 20D,M1G,1995.0,140.0,157.0
TOYOTA AYGO,M1,998.0,53.0,114.0
CORSA,M1,1199.0,74.0,119.0
TOYOTA YARIS,M1,1490.0,68.0,92.0
308,M1,1199.0,81.0,124.0
3008-5008,M1,1598.0,133.0,30.0
IBIZA,M1,999.0,59.0,122.0
NIRO,M1,,29.0,0.0
Fiesta,M1,999.0,92.0,116.0
2008,M1,1199.0,74.0,123.0
C3 AIRCROSS,M1,1199.0,96.0,142.0
MEGANE,M1,1461.0,85.0,128.0
V60,M1,1969.0,145.0,146.0
3008,M1,1199.0,96.0,152.0
SEAT ATECA,M1,1498.0,110.0,154.0
DUSTER,M1,1332.0,96.0,144.0
CORSA,M1,1199.0,55.0,117.0
PANDA,M1,999.0,52.0,109.0
A5 SPORTBACK,M1,1968.0,150.0,146.0
PANDA,M1,1242.0,51.0,120.0
